A	B	C	D	E	F	G	H	I	RESP
TuCZEm	1707.0	564.0	4611.0	4632.0	ReOawA	IrOLwQ	FElhOR	2097.0	879.0
SYnotp	824.0	3073.0	24.0	722.0	SYnotp	JqymVN	epcVJK	1400.0	885.0
TuCZEm	1459.0	767.0	684.0	5323.0	gkygIZ	StAyqw	WstBYV	7564.0	1323.0
IrOLwQ	424.0	3777.0	102.0	544.0	ZigqKk	KVGcIg	wLOZRO	2268.0	5343.0
jithza	219.0	8737.0	854.0	1939.0	IrOLwQ	jithza	epcVJK	2483.0	5345.0
OhryCL	2894.0	8893.0	439.0	1046.0	HEBbwK	FElhOR	epcVJK	780.0	1310.0
OhryCL	3377.0	2598.0	4227.0	2599.0	pfmxrL	KVGcIg	pfmxrL	221.0	509.0
rIaMwY	154.0	5005.0	925.0	2627.0	uHjRAr	OhryCL	uHjRAr	3545.0	1734.0
LHTxOM	6636.0	2065.0	539.0	927.0	cpWqOw	epcVJK	xuoBel	2841.0	6.0
DJwYdl	3558.0	268.0	8290.0	351.0	CBcUxf	eeVQAD	JqymVN	2045.0	8563.0
AWvgct	35.0	504.0	1491.0	2528.0	DPIKud	KVGcIg	rIaMwY	7723.0	1580.0
rIaMwY	325.0	7473.0	856.0	129.0	pfmxrL	jithza	IrOLwQ	569.0	1232.0
pfmxrL	4663.0	3560.0	3659.0	2704.0	uHjRAr	WstBYV	eeVQAD	8759.0	2419.0
wLOZRO	208.0	1110.0	4090.0	3984.0	rIaMwY	cpWqOw	gkygIZ	1307.0	768.0
KVGcIg	1654.0	909.0	2671.0	5526.0	DPIKud	xuoBel	DJwYdl	817.0	14.0
DJwYdl	190.0	6132.0	5294.0	403.0	xuoBel	AWvgct	ZigqKk	165.0	285.0
ZigqKk	5275.0	602.0	3704.0	3797.0	StAyqw	LHTxOM	pfmxrL	5047.0	269.0
HEBbwK	2601.0	6299.0	1692.0	362.0	TuCZEm	gkygIZ	ZigqKk	3455.0	1906.0
uHjRAr	148.0	8134.0	3978.0	6004.0	KVGcIg	OhryCL	StAyqw	656.0	1403.0
uHjRAr	1446.0	3717.0	1045.0	4.0	gkygIZ	cpWqOw	eeVQAD	1445.0	4710.0
OhryCL	1889.0	526.0	271.0	3802.0	MdNHJO	cpWqOw	DJwYdl	4488.0	434.0
AWvgct	5571.0	3323.0	2709.0	2135.0	WstBYV	KVGcIg	UPpvkc	2999.0	466.0
rIaMwY	4280.0	265.0	606.0	862.0	UPpvkc	rIaMwY	ReOawA	1156.0	3263.0
ReOawA	132.0	3879.0	118.0	2810.0	DPIKud	OhryCL	CBcUxf	9290.0	1779.0
ReOawA	4831.0	2647.0	547.0	2520.0	JqymVN	StAyqw	SYnotp	5264.0	947.0
uHjRAr	2109.0	2007.0	3540.0	3741.0	CBcUxf	ReOawA	pfmxrL	2492.0	2160.0
ZigqKk	185.0	1475.0	2337.0	143.0	uHjRAr	StAyqw	uHjRAr	68.0	3382.0
epcVJK	80.0	4070.0	4672.0	6472.0	xuoBel	StAyqw	gkygIZ	4795.0	4121.0
pfmxrL	4344.0	493.0	3431.0	177.0	ReOawA	ZigqKk	HEBbwK	168.0	5680.0
pfmxrL	674.0	430.0	2524.0	1524.0	eeVQAD	UPpvkc	LHTxOM	621.0	1083.0
MdNHJO	1222.0	1006.0	6018.0	108.0	KVGcIg	IrOLwQ	cpWqOw	1827.0	75.0
epcVJK	345.0	523.0	4442.0	2051.0	LHTxOM	WstBYV	jithza	5180.0	1935.0
StAyqw	3872.0	2651.0	5226.0	8076.0	pfmxrL	CBcUxf	TuCZEm	7358.0	1215.0
gkygIZ	1873.0	17.0	6941.0	4197.0	NwlieP	uHjRAr	CBcUxf	1164.0	2484.0
MdNHJO	1633.0	1144.0	3047.0	130.0	cpWqOw	ReOawA	HEBbwK	1734.0	3236.0
epcVJK	2151.0	2706.0	7349.0	310.0	epcVJK	WstBYV	SYnotp	6265.0	744.0
DJwYdl	2899.0	990.0	4196.0	746.0	rIaMwY	SYnotp	JqymVN	2420.0	121.0
xuoBel	3926.0	3885.0	3295.0	1055.0	WstBYV	DJwYdl	pfmxrL	744.0	652.0
ReOawA	2030.0	3877.0	64.0	270.0	OhryCL	rIaMwY	KVGcIg	930.0	768.0
HEBbwK	7932.0	6363.0	4952.0	1600.0	xuoBel	TuCZEm	epcVJK	3228.0	1939.0
xuoBel	3665.0	7261.0	1798.0	453.0	rIaMwY	wLOZRO	TuCZEm	2935.0	2353.0
StAyqw	8215.0	1315.0	2889.0	31.0	wLOZRO	uHjRAr	IrOLwQ	1065.0	2760.0
wLOZRO	12.0	1264.0	3513.0	4913.0	xuoBel	JqymVN	StAyqw	2274.0	2829.0
OhryCL	7564.0	5271.0	2774.0	1860.0	KVGcIg	gkygIZ	DJwYdl	3917.0	42.0
pfmxrL	1065.0	415.0	2971.0	4499.0	WstBYV	eeVQAD	NwlieP	449.0	2209.0
StAyqw	1011.0	4930.0	4089.0	3682.0	rIaMwY	AWvgct	UPpvkc	498.0	3810.0
OhryCL	3628.0	866.0	5748.0	1449.0	TuCZEm	LHTxOM	DPIKud	2038.0	2883.0
gkygIZ	65.0	6348.0	289.0	3616.0	WstBYV	rIaMwY	JqymVN	387.0	2465.0
FElhOR	10.0	142.0	4415.0	249.0	SYnotp	ZigqKk	MdNHJO	1848.0	1443.0
DJwYdl	7531.0	3068.0	1196.0	3160.0	StAyqw	KVGcIg	epcVJK	2952.0	388.0
xuoBel	892.0	3814.0	2795.0	5614.0	uHjRAr	KVGcIg	wLOZRO	2063.0	2506.0
ReOawA	455.0	6302.0	3151.0	2300.0	DJwYdl	gkygIZ	DJwYdl	1951.0	4632.0
MdNHJO	37.0	121.0	7431.0	373.0	CBcUxf	uHjRAr	DJwYdl	573.0	1460.0
DPIKud	71.0	53.0	2952.0	2826.0	wLOZRO	SYnotp	rIaMwY	2657.0	1504.0
LHTxOM	281.0	5886.0	65.0	1584.0	rIaMwY	MdNHJO	uHjRAr	4108.0	6181.0
uHjRAr	1453.0	1851.0	2028.0	3140.0	MdNHJO	eeVQAD	cpWqOw	2103.0	4945.0
xuoBel	83.0	580.0	1242.0	2046.0	DPIKud	NwlieP	NwlieP	5010.0	2975.0
wLOZRO	3063.0	2006.0	6801.0	2795.0	jithza	pfmxrL	OhryCL	1965.0	2619.0
UPpvkc	958.0	273.0	4360.0	753.0	CBcUxf	OhryCL	IrOLwQ	4914.0	1873.0
TuCZEm	2921.0	4854.0	2974.0	4963.0	StAyqw	pfmxrL	KVGcIg	707.0	638.0
KVGcIg	8432.0	1287.0	203.0	1131.0	KVGcIg	TuCZEm	MdNHJO	415.0	920.0
eeVQAD	5014.0	239.0	368.0	1292.0	ZigqKk	eeVQAD	IrOLwQ	2642.0	2369.0
JqymVN	580.0	4603.0	1605.0	420.0	gkygIZ	OhryCL	MdNHJO	3298.0	8432.0
HEBbwK	2612.0	3579.0	9227.0	5453.0	SYnotp	ZigqKk	cpWqOw	372.0	2795.0
HEBbwK	4085.0	1099.0	6532.0	116.0	uHjRAr	ReOawA	SYnotp	2804.0	1813.0
uHjRAr	1076.0	5226.0	1708.0	830.0	ZigqKk	rIaMwY	StAyqw	2156.0	4905.0
epcVJK	437.0	464.0	4081.0	164.0	xuoBel	xuoBel	AWvgct	1210.0	22.0
gkygIZ	525.0	4568.0	6812.0	1532.0	CBcUxf	AWvgct	MdNHJO	595.0	834.0
wLOZRO	9277.0	2764.0	2227.0	3262.0	OhryCL	FElhOR	LHTxOM	243.0	815.0
MdNHJO	3812.0	1879.0	3142.0	607.0	pfmxrL	cpWqOw	jithza	3070.0	957.0
SYnotp	1754.0	6392.0	717.0	7378.0	IrOLwQ	jithza	gkygIZ	1210.0	7177.0
LHTxOM	6339.0	1395.0	971.0	2913.0	jithza	KVGcIg	xuoBel	2678.0	7822.0
gkygIZ	1107.0	6843.0	1675.0	5554.0	SYnotp	eeVQAD	wLOZRO	7452.0	462.0
ReOawA	1373.0	2617.0	2362.0	4.0	pfmxrL	rIaMwY	KVGcIg	389.0	4739.0
CBcUxf	857.0	780.0	6880.0	1883.0	OhryCL	cpWqOw	HEBbwK	1470.0	1776.0
epcVJK	909.0	2078.0	2031.0	2945.0	MdNHJO	FElhOR	NwlieP	44.0	6582.0
AWvgct	832.0	6173.0	7328.0	55.0	eeVQAD	AWvgct	WstBYV	15.0	3057.0
MdNHJO	108.0	3311.0	6656.0	1353.0	FElhOR	TuCZEm	HEBbwK	42.0	1330.0
MdNHJO	7709.0	276.0	2198.0	608.0	ReOawA	LHTxOM	HEBbwK	2.0	2266.0
CBcUxf	537.0	97.0	998.0	7753.0	xuoBel	WstBYV	HEBbwK	2198.0	8486.0
xuoBel	249.0	4805.0	856.0	1798.0	ZigqKk	NwlieP	wLOZRO	3198.0	4287.0
DJwYdl	1669.0	8609.0	1807.0	5530.0	LHTxOM	UPpvkc	StAyqw	1157.0	1540.0
epcVJK	1415.0	1546.0	3635.0	2958.0	LHTxOM	KVGcIg	wLOZRO	8527.0	924.0
TuCZEm	1520.0	1541.0	1186.0	1544.0	epcVJK	DJwYdl	UPpvkc	272.0	4099.0
eeVQAD	1298.0	442.0	4554.0	138.0	ReOawA	FElhOR	HEBbwK	2985.0	3957.0
ReOawA	3542.0	7944.0	1131.0	3414.0	IrOLwQ	SYnotp	JqymVN	5673.0	4863.0
pfmxrL	1107.0	218.0	1834.0	783.0	eeVQAD	SYnotp	wLOZRO	25.0	1353.0
CBcUxf	2382.0	1075.0	297.0	121.0	jithza	MdNHJO	JqymVN	42.0	4478.0
DPIKud	183.0	477.0	3074.0	147.0	eeVQAD	AWvgct	xuoBel	143.0	1173.0
epcVJK	461.0	1324.0	3778.0	3658.0	SYnotp	TuCZEm	StAyqw	2475.0	1532.0
eeVQAD	505.0	2130.0	895.0	864.0	epcVJK	WstBYV	wLOZRO	7816.0	7794.0
eeVQAD	5602.0	4924.0	1031.0	7078.0	jithza	DJwYdl	StAyqw	2572.0	1002.0
OhryCL	423.0	5935.0	4204.0	1375.0	UPpvkc	rIaMwY	NwlieP	31.0	2941.0
DPIKud	4625.0	1486.0	757.0	703.0	KVGcIg	CBcUxf	HEBbwK	3257.0	4901.0
DPIKud	11.0	118.0	1920.0	2305.0	KVGcIg	xuoBel	MdNHJO	7237.0	5670.0
rIaMwY	1826.0	26.0	464.0	918.0	rIaMwY	AWvgct	MdNHJO	7442.0	332.0
LHTxOM	6398.0	152.0	3837.0	5403.0	LHTxOM	LHTxOM	eeVQAD	1652.0	655.0
DPIKud	1359.0	481.0	59.0	5664.0	pfmxrL	eeVQAD	DPIKud	947.0	1729.0
HEBbwK	2008.0	1981.0	1427.0	1678.0	HEBbwK	wLOZRO	SYnotp	398.0	696.0
IrOLwQ	4841.0	3403.0	378.0	3138.0	OhryCL	SYnotp	DJwYdl	911.0	4186.0
KVGcIg	5059.0	632.0	762.0	1581.0	HEBbwK	LHTxOM	LHTxOM	301.0	2100.0
WstBYV	3771.0	607.0	163.0	337.0	IrOLwQ	WstBYV	NwlieP	1713.0	3721.0
xuoBel	7132.0	2169.0	2492.0	3035.0	OhryCL	IrOLwQ	UPpvkc	630.0	4093.0
AWvgct	301.0	4840.0	4607.0	8473.0	uHjRAr	UPpvkc	NwlieP	159.0	3930.0
wLOZRO	33.0	8301.0	5851.0	3014.0	NwlieP	cpWqOw	epcVJK	250.0	2277.0
pfmxrL	2321.0	45.0	2168.0	8477.0	KVGcIg	IrOLwQ	ReOawA	889.0	155.0
epcVJK	2103.0	558.0	5062.0	3994.0	SYnotp	xuoBel	OhryCL	2382.0	32.0
xuoBel	7107.0	34.0	4897.0	2826.0	eeVQAD	wLOZRO	xuoBel	4102.0	4711.0
StAyqw	2684.0	1265.0	398.0	229.0	pfmxrL	TuCZEm	HEBbwK	96.0	1392.0
wLOZRO	5333.0	4394.0	4912.0	2675.0	IrOLwQ	jithza	eeVQAD	4877.0	2739.0
xuoBel	292.0	3311.0	1988.0	4877.0	epcVJK	DPIKud	UPpvkc	1253.0	3354.0
xuoBel	3476.0	5431.0	2128.0	181.0	cpWqOw	cpWqOw	gkygIZ	1555.0	2160.0
StAyqw	3161.0	1248.0	4087.0	3044.0	rIaMwY	HEBbwK	gkygIZ	3915.0	203.0
KVGcIg	921.0	2503.0	6459.0	184.0	HEBbwK	TuCZEm	ZigqKk	2407.0	2148.0
DJwYdl	1667.0	1034.0	716.0	1460.0	NwlieP	DJwYdl	AWvgct	5471.0	540.0
AWvgct	5265.0	1646.0	1483.0	8374.0	CBcUxf	ZigqKk	HEBbwK	5484.0	2859.0
NwlieP	2685.0	2089.0	1529.0	5004.0	OhryCL	jithza	epcVJK	396.0	19.0
IrOLwQ	2149.0	912.0	2983.0	5030.0	ZigqKk	JqymVN	DJwYdl	565.0	236.0
KVGcIg	64.0	673.0	1188.0	405.0	jithza	MdNHJO	NwlieP	1241.0	3973.0
FElhOR	2101.0	1920.0	111.0	2103.0	JqymVN	ReOawA	ZigqKk	5711.0	4519.0
gkygIZ	4635.0	544.0	1830.0	3654.0	eeVQAD	StAyqw	jithza	5695.0	5296.0
DJwYdl	2597.0	1094.0	1081.0	262.0	JqymVN	JqymVN	wLOZRO	997.0	4368.0
gkygIZ	3186.0	1421.0	2810.0	3434.0	AWvgct	jithza	DJwYdl	2979.0	396.0
UPpvkc	5095.0	662.0	546.0	2716.0	IrOLwQ	HEBbwK	DPIKud	1994.0	1188.0
gkygIZ	8555.0	109.0	5783.0	383.0	IrOLwQ	DJwYdl	rIaMwY	4928.0	1009.0
jithza	431.0	3975.0	3344.0	3717.0	NwlieP	epcVJK	gkygIZ	2970.0	3080.0
DPIKud	1078.0	1119.0	701.0	3960.0	jithza	eeVQAD	rIaMwY	381.0	992.0
epcVJK	947.0	116.0	5578.0	2156.0	UPpvkc	StAyqw	UPpvkc	117.0	22.0
uHjRAr	2965.0	244.0	193.0	610.0	epcVJK	eeVQAD	cpWqOw	1658.0	4108.0
IrOLwQ	1758.0	774.0	587.0	7554.0	CBcUxf	UPpvkc	IrOLwQ	2198.0	261.0
epcVJK	179.0	2523.0	164.0	877.0	StAyqw	cpWqOw	NwlieP	524.0	3396.0
JqymVN	6642.0	6046.0	2821.0	2721.0	wLOZRO	cpWqOw	rIaMwY	179.0	1122.0
KVGcIg	3589.0	1543.0	5268.0	2663.0	DPIKud	ReOawA	ReOawA	1624.0	6036.0
AWvgct	6493.0	5404.0	1163.0	868.0	SYnotp	CBcUxf	NwlieP	5387.0	852.0
eeVQAD	351.0	2574.0	2184.0	432.0	FElhOR	DPIKud	ZigqKk	355.0	216.0
wLOZRO	5898.0	470.0	232.0	7082.0	epcVJK	OhryCL	ZigqKk	1981.0	394.0
ZigqKk	1003.0	2760.0	590.0	1684.0	FElhOR	WstBYV	FElhOR	204.0	166.0
ZigqKk	1578.0	1987.0	3725.0	1555.0	eeVQAD	cpWqOw	ReOawA	6293.0	4712.0
WstBYV	222.0	868.0	472.0	3816.0	pfmxrL	uHjRAr	HEBbwK	454.0	5011.0
SYnotp	265.0	3845.0	371.0	372.0	uHjRAr	epcVJK	jithza	1181.0	6525.0
HEBbwK	3935.0	448.0	2241.0	6031.0	eeVQAD	rIaMwY	DPIKud	1267.0	5583.0
MdNHJO	180.0	485.0	1584.0	853.0	DJwYdl	wLOZRO	OhryCL	3849.0	1786.0
pfmxrL	3553.0	3644.0	1675.0	2727.0	pfmxrL	DJwYdl	gkygIZ	5412.0	451.0
jithza	8739.0	1543.0	769.0	5135.0	JqymVN	xuoBel	HEBbwK	1344.0	30.0
CBcUxf	1949.0	1169.0	6455.0	810.0	KVGcIg	cpWqOw	epcVJK	6822.0	6746.0
SYnotp	2648.0	638.0	59.0	2795.0	JqymVN	gkygIZ	epcVJK	525.0	5436.0
ReOawA	882.0	4210.0	3118.0	208.0	AWvgct	MdNHJO	uHjRAr	1184.0	3098.0
AWvgct	5071.0	3034.0	2770.0	95.0	jithza	SYnotp	FElhOR	1389.0	197.0
wLOZRO	6111.0	1380.0	829.0	1403.0	LHTxOM	AWvgct	MdNHJO	35.0	512.0
CBcUxf	5332.0	3050.0	1926.0	1060.0	ZigqKk	ReOawA	JqymVN	1169.0	5546.0
gkygIZ	2300.0	607.0	57.0	493.0	TuCZEm	xuoBel	HEBbwK	522.0	1954.0
CBcUxf	878.0	229.0	1807.0	6443.0	SYnotp	FElhOR	StAyqw	666.0	948.0
uHjRAr	1591.0	694.0	334.0	134.0	HEBbwK	IrOLwQ	OhryCL	1575.0	814.0
DPIKud	2939.0	3462.0	6055.0	73.0	StAyqw	IrOLwQ	epcVJK	2382.0	1739.0
LHTxOM	1375.0	3829.0	764.0	5271.0	ReOawA	HEBbwK	OhryCL	2129.0	6455.0
IrOLwQ	1930.0	6677.0	2503.0	72.0	rIaMwY	OhryCL	xuoBel	5098.0	6309.0
StAyqw	41.0	6415.0	880.0	2899.0	gkygIZ	jithza	xuoBel	1281.0	1890.0
MdNHJO	3920.0	79.0	54.0	5859.0	gkygIZ	KVGcIg	ZigqKk	705.0	393.0
gkygIZ	2569.0	1392.0	643.0	973.0	SYnotp	pfmxrL	SYnotp	4780.0	1601.0
pfmxrL	250.0	3665.0	639.0	8819.0	FElhOR	gkygIZ	pfmxrL	1827.0	6356.0
AWvgct	3318.0	1016.0	945.0	1283.0	eeVQAD	gkygIZ	IrOLwQ	259.0	5442.0
CBcUxf	2722.0	161.0	1103.0	433.0	UPpvkc	ReOawA	IrOLwQ	2326.0	1083.0
UPpvkc	1055.0	6257.0	3716.0	136.0	DPIKud	eeVQAD	CBcUxf	555.0	3418.0
WstBYV	3004.0	250.0	96.0	2978.0	wLOZRO	xuoBel	IrOLwQ	84.0	527.0
xuoBel	1374.0	653.0	2674.0	3404.0	JqymVN	HEBbwK	NwlieP	3508.0	2144.0
epcVJK	5017.0	3501.0	3802.0	194.0	UPpvkc	WstBYV	NwlieP	5309.0	496.0
FElhOR	3385.0	4243.0	6278.0	4416.0	DJwYdl	xuoBel	UPpvkc	2040.0	4769.0
rIaMwY	3060.0	2070.0	1496.0	6275.0	FElhOR	wLOZRO	DPIKud	1830.0	7114.0
LHTxOM	1676.0	902.0	266.0	1487.0	uHjRAr	jithza	eeVQAD	123.0	2601.0
AWvgct	845.0	205.0	1234.0	7957.0	eeVQAD	HEBbwK	LHTxOM	8898.0	1345.0
epcVJK	1214.0	1092.0	2409.0	2948.0	epcVJK	AWvgct	SYnotp	2620.0	3299.0
WstBYV	1423.0	1175.0	4666.0	2113.0	WstBYV	ZigqKk	uHjRAr	4926.0	1596.0
CBcUxf	1191.0	391.0	4903.0	309.0	LHTxOM	KVGcIg	AWvgct	1334.0	5647.0
ZigqKk	3645.0	3752.0	325.0	1002.0	StAyqw	UPpvkc	ReOawA	1335.0	7584.0
ZigqKk	4246.0	7969.0	2038.0	283.0	JqymVN	jithza	HEBbwK	2764.0	498.0
WstBYV	1651.0	4898.0	5825.0	35.0	wLOZRO	FElhOR	UPpvkc	1820.0	29.0
MdNHJO	346.0	4669.0	3991.0	339.0	wLOZRO	CBcUxf	FElhOR	1517.0	3634.0
xuoBel	6317.0	1350.0	1894.0	861.0	IrOLwQ	DJwYdl	WstBYV	3424.0	129.0
jithza	201.0	1315.0	5029.0	447.0	gkygIZ	LHTxOM	KVGcIg	2889.0	2618.0
jithza	331.0	1342.0	2130.0	728.0	eeVQAD	TuCZEm	jithza	11.0	3481.0
IrOLwQ	2305.0	1400.0	2857.0	2072.0	uHjRAr	pfmxrL	FElhOR	2983.0	1099.0
rIaMwY	903.0	111.0	917.0	460.0	NwlieP	ZigqKk	IrOLwQ	2261.0	442.0
IrOLwQ	827.0	149.0	1114.0	1758.0	CBcUxf	AWvgct	pfmxrL	439.0	768.0
StAyqw	5979.0	232.0	2603.0	1208.0	FElhOR	ReOawA	gkygIZ	3608.0	71.0
ReOawA	2438.0	3396.0	4183.0	6910.0	UPpvkc	TuCZEm	gkygIZ	128.0	4305.0
DPIKud	3443.0	5639.0	4293.0	1265.0	cpWqOw	eeVQAD	DPIKud	4938.0	538.0
OhryCL	4638.0	4818.0	1875.0	6057.0	rIaMwY	epcVJK	pfmxrL	2882.0	8219.0
FElhOR	1253.0	1510.0	5324.0	2335.0	ZigqKk	WstBYV	FElhOR	71.0	1678.0
gkygIZ	4187.0	1219.0	5374.0	3457.0	CBcUxf	ZigqKk	pfmxrL	1782.0	1054.0
rIaMwY	160.0	4508.0	2115.0	1353.0	StAyqw	gkygIZ	SYnotp	22.0	637.0
rIaMwY	4685.0	1158.0	5281.0	4462.0	SYnotp	wLOZRO	IrOLwQ	5341.0	354.0
OhryCL	2495.0	6266.0	498.0	2602.0	StAyqw	ZigqKk	wLOZRO	3100.0	365.0
eeVQAD	416.0	3542.0	1506.0	1367.0	FElhOR	xuoBel	CBcUxf	5451.0	444.0
KVGcIg	466.0	368.0	1304.0	3646.0	AWvgct	ReOawA	FElhOR	789.0	344.0
gkygIZ	4506.0	3581.0	6602.0	1286.0	AWvgct	MdNHJO	CBcUxf	1612.0	228.0
OhryCL	1187.0	717.0	2137.0	713.0	JqymVN	uHjRAr	IrOLwQ	338.0	406.0
gkygIZ	2309.0	683.0	115.0	2479.0	eeVQAD	WstBYV	cpWqOw	645.0	3397.0
NwlieP	1136.0	1599.0	4511.0	5019.0	FElhOR	xuoBel	KVGcIg	2078.0	8680.0
pfmxrL	2705.0	1343.0	996.0	1283.0	TuCZEm	pfmxrL	LHTxOM	606.0	6281.0
ReOawA	961.0	1240.0	7269.0	6448.0	WstBYV	StAyqw	eeVQAD	303.0	4642.0
jithza	53.0	5028.0	414.0	8008.0	WstBYV	xuoBel	UPpvkc	5992.0	1153.0
IrOLwQ	592.0	1662.0	2837.0	6866.0	StAyqw	eeVQAD	IrOLwQ	6035.0	1793.0
ZigqKk	5575.0	953.0	1229.0	3033.0	IrOLwQ	StAyqw	ReOawA	3479.0	1541.0
WstBYV	2120.0	163.0	344.0	2179.0	epcVJK	gkygIZ	UPpvkc	762.0	3579.0
HEBbwK	4334.0	336.0	649.0	4503.0	OhryCL	eeVQAD	cpWqOw	374.0	5251.0
uHjRAr	166.0	3738.0	1439.0	325.0	eeVQAD	xuoBel	StAyqw	2158.0	1340.0
ZigqKk	648.0	3879.0	1924.0	1371.0	JqymVN	wLOZRO	gkygIZ	1122.0	6181.0
cpWqOw	6003.0	223.0	4850.0	3307.0	CBcUxf	KVGcIg	eeVQAD	916.0	3644.0
TuCZEm	3524.0	1271.0	1584.0	989.0	jithza	ReOawA	epcVJK	3468.0	18.0
OhryCL	464.0	1135.0	1948.0	363.0	AWvgct	WstBYV	IrOLwQ	1322.0	1078.0
NwlieP	2154.0	1560.0	688.0	206.0	cpWqOw	MdNHJO	FElhOR	4975.0	4037.0
TuCZEm	538.0	5543.0	601.0	1018.0	cpWqOw	wLOZRO	CBcUxf	8962.0	968.0
wLOZRO	3257.0	3048.0	912.0	4720.0	DJwYdl	NwlieP	jithza	986.0	375.0
xuoBel	438.0	6103.0	175.0	1093.0	IrOLwQ	CBcUxf	TuCZEm	2807.0	783.0
ZigqKk	46.0	1195.0	1190.0	2627.0	StAyqw	uHjRAr	FElhOR	2444.0	4114.0
JqymVN	2189.0	65.0	3254.0	1714.0	ZigqKk	DJwYdl	IrOLwQ	6897.0	2757.0
IrOLwQ	33.0	4002.0	647.0	991.0	JqymVN	JqymVN	StAyqw	619.0	1260.0
CBcUxf	4114.0	4366.0	716.0	6974.0	SYnotp	uHjRAr	JqymVN	2038.0	4162.0
KVGcIg	185.0	4477.0	1318.0	5920.0	AWvgct	KVGcIg	WstBYV	1901.0	1575.0
pfmxrL	6418.0	657.0	692.0	6856.0	FElhOR	UPpvkc	jithza	1473.0	292.0
IrOLwQ	1613.0	6556.0	183.0	3796.0	SYnotp	wLOZRO	wLOZRO	588.0	4242.0
epcVJK	3142.0	201.0	827.0	707.0	epcVJK	NwlieP	DJwYdl	786.0	2641.0
LHTxOM	3940.0	739.0	972.0	276.0	JqymVN	gkygIZ	epcVJK	1847.0	3087.0
rIaMwY	1778.0	486.0	21.0	1622.0	rIaMwY	rIaMwY	wLOZRO	381.0	300.0
DPIKud	2430.0	3694.0	4802.0	5895.0	KVGcIg	IrOLwQ	cpWqOw	2399.0	28.0
uHjRAr	3095.0	757.0	1341.0	37.0	pfmxrL	eeVQAD	NwlieP	5231.0	856.0
SYnotp	2277.0	4101.0	2587.0	854.0	KVGcIg	FElhOR	KVGcIg	2788.0	220.0
CBcUxf	6366.0	2746.0	1103.0	4807.0	AWvgct	gkygIZ	KVGcIg	1067.0	49.0
uHjRAr	5821.0	1036.0	202.0	2595.0	KVGcIg	TuCZEm	rIaMwY	300.0	287.0
JqymVN	1125.0	1887.0	1967.0	2872.0	HEBbwK	WstBYV	wLOZRO	155.0	2630.0
ReOawA	1424.0	599.0	2483.0	7207.0	xuoBel	MdNHJO	WstBYV	373.0	5493.0
TuCZEm	420.0	1734.0	435.0	7762.0	JqymVN	StAyqw	ZigqKk	3281.0	2832.0
wLOZRO	1600.0	1111.0	1837.0	918.0	LHTxOM	rIaMwY	UPpvkc	1921.0	885.0
pfmxrL	1988.0	7126.0	7012.0	6560.0	ReOawA	OhryCL	wLOZRO	857.0	5210.0
TuCZEm	760.0	1658.0	3791.0	1831.0	IrOLwQ	xuoBel	rIaMwY	3605.0	3183.0
ReOawA	3750.0	2973.0	4944.0	4903.0	ReOawA	jithza	wLOZRO	3453.0	502.0
JqymVN	1609.0	3424.0	1432.0	4266.0	IrOLwQ	WstBYV	OhryCL	404.0	332.0
JqymVN	4324.0	2025.0	5082.0	197.0	uHjRAr	AWvgct	cpWqOw	2459.0	5424.0
NwlieP	328.0	895.0	79.0	6858.0	CBcUxf	StAyqw	ZigqKk	1463.0	264.0
StAyqw	1032.0	768.0	81.0	2713.0	pfmxrL	JqymVN	JqymVN	637.0	1131.0
DJwYdl	440.0	808.0	324.0	6004.0	DJwYdl	AWvgct	AWvgct	6711.0	843.0
xuoBel	1360.0	784.0	331.0	255.0	ZigqKk	JqymVN	eeVQAD	4871.0	4560.0
AWvgct	5317.0	7433.0	114.0	638.0	CBcUxf	NwlieP	StAyqw	183.0	441.0
FElhOR	2888.0	3104.0	2656.0	5674.0	rIaMwY	DJwYdl	pfmxrL	3205.0	25.0
DPIKud	1881.0	495.0	804.0	229.0	StAyqw	OhryCL	DJwYdl	7063.0	2016.0
KVGcIg	1961.0	5525.0	100.0	33.0	IrOLwQ	xuoBel	HEBbwK	151.0	1441.0
wLOZRO	7905.0	204.0	5491.0	3310.0	IrOLwQ	LHTxOM	UPpvkc	1309.0	4618.0
WstBYV	2030.0	2696.0	629.0	8850.0	uHjRAr	WstBYV	LHTxOM	2388.0	1198.0
UPpvkc	192.0	607.0	120.0	773.0	cpWqOw	rIaMwY	HEBbwK	96.0	69.0
uHjRAr	3541.0	5288.0	3221.0	84.0	KVGcIg	UPpvkc	OhryCL	5670.0	2569.0
rIaMwY	8333.0	1709.0	1807.0	2033.0	epcVJK	SYnotp	SYnotp	3322.0	7383.0
KVGcIg	2992.0	805.0	1397.0	487.0	CBcUxf	gkygIZ	MdNHJO	6252.0	3178.0
uHjRAr	1683.0	449.0	8451.0	3244.0	pfmxrL	SYnotp	OhryCL	2700.0	234.0
epcVJK	3562.0	399.0	2625.0	1128.0	epcVJK	UPpvkc	TuCZEm	2120.0	2573.0
FElhOR	856.0	1906.0	70.0	698.0	uHjRAr	NwlieP	ZigqKk	6074.0	5378.0
FElhOR	4790.0	6050.0	2070.0	3650.0	TuCZEm	wLOZRO	LHTxOM	120.0	74.0
IrOLwQ	1350.0	1699.0	2559.0	1361.0	uHjRAr	TuCZEm	DJwYdl	5009.0	7427.0
